LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,Foundation,BsmtExposure,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
50,6000,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,BrkTil,No,672,SBrkr,757,567,1,3,1,6,Detchd,1,240,WD,Normal,128000
82,11880,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,Plywood,Plywood,CBlock,No,1271,SBrkr,1601,0,2,3,1,7,Attchd,2,478,COD,Abnorml,157000
60,8400,Pave,Reg,Bnk,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,No,290,FuseF,438,0,1,1,1,3,Detchd,1,246,WD,Normal,60000
61,9758,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,HdBoard,MetalSd,CBlock,No,950,SBrkr,950,0,1,3,1,5,Detchd,1,280,WD,Normal,119500
70,7000,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,No,1010,SBrkr,1134,0,1,2,1,6,Attchd,1,254,WD,Family,135000
79,8910,Pave,Reg,Lvl,Corner,1Fam,1Story,Hip,BrkFace,BrkFace,CBlock,Mn,655,SBrkr,1194,0,1,3,1,6,BuiltIn,2,539,WD,Normal,159500
24,2016,Pave,Reg,Lvl,Inside,TwnhsE,2Story,Gable,HdBoard,HdBoard,CBlock,No,630,SBrkr,630,672,2,3,1,6,Detchd,2,440,WD,Normal,106000
98,12256,Pave,IR1,Lvl,Corner,1Fam,2Story,Gable,HdBoard,HdBoard,PConc,Av,1463,SBrkr,1500,1122,2,3,1,9,Attchd,2,712,WD,Normal,325000
114,10357,Pave,IR1,Lvl,Corner,1Fam,1Story,Hip,HdBoard,HdBoard,PConc,Mn,910,SBrkr,1442,0,2,3,1,6,Attchd,2,719,WD,Normal,179900
168,23257,Pave,IR3,HLS,CulDSac,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,868,SBrkr,887,1134,2,3,1,9,BuiltIn,2,422,New,Partial,274725
NA,8063,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,924,SBrkr,948,742,2,3,1,7,Attchd,2,463,WD,Abnorml,181000
107,11362,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,PConc,Mn,1836,SBrkr,1836,0,2,3,1,7,Attchd,3,862,WD,Normal,280000
NA,8000,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,HdBoard,HdBoard,PConc,No,773,SBrkr,773,885,2,3,1,8,Attchd,2,431,WD,Normal,188000
80,10480,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,Plywood,Plywood,CBlock,No,803,SBrkr,1098,866,2,4,1,8,Attchd,2,483,WD,Normal,205000
73,7100,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,WdShing,Wd Shng,CBlock,No,816,FuseA,816,0,1,2,1,5,Detchd,1,308,WD,Normal,129900
66,8923,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,No,1008,SBrkr,1008,0,1,2,1,6,Attchd,1,240,WD,Normal,134500
90,5400,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,833,SBrkr,833,0,1,2,1,4,Detchd,1,326,WD,Normal,117000
93,12085,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,No,1734,SBrkr,1734,0,2,3,1,7,Attchd,3,928,New,Partial,318000
NA,7750,Pave,Reg,Lvl,Inside,1Fam,SLvl,Hip,VinylSd,VinylSd,PConc,No,408,SBrkr,779,640,2,3,1,7,BuiltIn,2,527,WD,Normal,184100
57,9764,Pave,IR1,Lvl,FR2,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,894,SBrkr,894,0,1,3,1,5,Attchd,2,450,WD,Normal,130000
85,13825,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,MetalSd,MetalSd,CBlock,No,533,SBrkr,1021,580,1,3,1,6,BuiltIn,1,300,WD,Normal,140000
70,7560,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,BrkFace,Wd Sdng,CBlock,No,1040,FuseA,1040,0,1,3,1,6,Attchd,1,286,WD,Normal,133700
59,8263,Pave,Reg,Bnk,Inside,1Fam,1Story,Gable,BrkFace,BrkFace,BrkTil,No,1012,FuseA,1012,0,1,2,1,6,Detchd,1,308,WD,Normal,118400
84,10084,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1552,SBrkr,1552,0,2,3,1,7,Attchd,3,782,New,Partial,212900
NA,8926,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,AsbShng,AsbShng,CBlock,No,672,FuseA,960,0,1,3,1,5,Basment,1,288,COD,Abnorml,112000
50,9405,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,CBlock,No,698,SBrkr,698,0,1,2,1,4,NA,0,0,WD,Normal,118000
NA,9125,Pave,IR1,Lvl,Inside,1Fam,SLvl,Gable,HdBoard,HdBoard,PConc,No,384,SBrkr,812,670,2,3,1,7,Attchd,2,392,WD,Normal,163900
60,10434,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Plywood,Plywood,CBlock,No,1005,SBrkr,1005,0,1,2,1,5,Detchd,2,672,WD,Normal,115000
53,3684,Pave,Reg,Lvl,Inside,TwnhsE,1Story,Hip,VinylSd,VinylSd,PConc,No,1373,SBrkr,1555,0,2,2,1,7,Attchd,3,660,WD,Normal,174000
182,14572,Pave,IR3,Lvl,Corner,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Av,1530,SBrkr,1530,0,2,3,1,7,Attchd,3,630,WD,Family,259000
59,11796,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,847,SBrkr,847,1112,2,4,1,8,BuiltIn,2,434,WD,Normal,215000
60,7200,Pave,Reg,Lvl,Inside,Duplex,SFoyer,Gable,MetalSd,MetalSd,CBlock,Gd,936,SBrkr,936,0,1,2,1,4,Detchd,2,672,WD,Normal,140000
65,7804,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,WdShing,Plywood,BrkTil,No,1122,SBrkr,1328,653,2,4,1,7,Detchd,2,576,WD,Normal,135000
63,10712,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,PConc,Mn,974,SBrkr,974,0,1,3,1,5,NA,0,0,Oth,Abnorml,93500
90,9900,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,BrkTil,Mn,1008,SBrkr,1178,1032,2,5,1,8,Detchd,1,205,WD,Normal,117500
80,9828,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,1128,SBrkr,1142,878,2,3,1,8,Attchd,2,466,WD,Normal,239500
57,8773,Pave,IR1,HLS,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,916,SBrkr,916,684,2,3,1,7,Attchd,2,460,WD,Normal,169000
60,6180,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkTil,No,960,SBrkr,986,0,1,2,1,5,Detchd,1,180,WD,Normal,102000
80,9600,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,VinylSd,VinylSd,CBlock,No,1032,FuseA,1032,220,1,3,1,6,Attchd,1,288,WD,Abnorml,119000
54,6342,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,VinylSd,VinylSd,CBlock,No,780,SBrkr,780,240,1,2,1,6,NA,0,0,WD,Normal,94000
NA,9819,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,Plywood,ImStucc,PConc,Gd,1567,SBrkr,1567,0,2,2,1,5,Attchd,2,714,WD,Normal,196000
98,8731,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,Stucco,Stucco,BrkTil,No,915,SBrkr,1167,0,1,3,1,6,Detchd,2,495,WD,Normal,144000
60,7350,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,Mn,952,SBrkr,952,0,1,2,1,4,Detchd,2,840,COD,Abnorml,139000
NA,10304,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,Plywood,Plywood,CBlock,No,780,SBrkr,1088,780,2,4,1,9,Attchd,2,484,WD,Normal,197500
77,9965,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,VinylSd,VinylSd,PConc,Gd,1466,SBrkr,1466,1362,3,4,1,11,BuiltIn,3,1052,New,Partial,424870
NA,9000,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Plywood,CBlock,No,1006,SBrkr,1006,0,1,3,1,5,NA,0,0,WD,Normal,80000
60,12180,Pave,Reg,Lvl,Inside,2fmCon,1.5Fin,Gable,MetalSd,MetalSd,BrkTil,No,672,FuseA,672,252,1,2,1,5,Detchd,1,280,WD,Normal,80000
52,6240,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,BrkTil,No,1042,SBrkr,1042,534,1,3,1,8,Detchd,1,225,WD,Family,149000
NA,11200,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Shng,CBlock,No,1298,SBrkr,1298,0,2,3,1,5,Attchd,2,403,WD,Normal,180000
75,12000,Pave,Reg,Bnk,Inside,1Fam,2Story,Gable,MetalSd,MetalSd,CBlock,No,704,SBrkr,860,704,1,3,1,7,Attchd,1,234,WD,Normal,174500
NA,5700,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,PConc,No,572,SBrkr,572,539,1,2,1,5,Detchd,1,288,WD,Normal,116900
50,9000,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,VinylSd,VinylSd,PConc,No,650,SBrkr,832,650,1,3,1,7,Detchd,2,324,WD,Normal,143000
57,8280,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,BrkFace,BrkFace,CBlock,No,932,FuseA,932,0,1,2,1,4,Attchd,1,306,WD,Normal,124000
134,17755,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,Plywood,CBlock,No,1466,SBrkr,1466,0,1,3,1,6,Attchd,2,528,WD,Normal,149900
90,14115,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,Stone,Stone,PConc,No,1073,SBrkr,1811,0,1,2,1,6,Attchd,2,470,WD,Abnorml,230000
NA,5890,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkTil,Av,816,SBrkr,816,0,1,2,1,5,Detchd,1,432,WD,Normal,120500
NA,13700,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,CBlock,Gd,864,SBrkr,902,918,1,4,1,8,Attchd,2,492,WD,Normal,201800
90,10768,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,Plywood,Plywood,CBlock,Gd,1437,SBrkr,1437,0,2,3,1,6,Attchd,2,528,WD,Normal,218000
85,9350,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,BrkFace,BrkFace,PConc,Gd,1219,SBrkr,1265,0,2,3,1,6,Attchd,2,502,WD,Normal,179900
34,5001,Pave,IR1,Lvl,Inside,Twnhs,1Story,Gable,VinylSd,VinylSd,PConc,No,1314,SBrkr,1314,0,2,2,1,6,Attchd,2,626,WD,Normal,230000
92,11932,Pave,Reg,Lvl,FR2,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1580,SBrkr,1580,0,2,3,1,7,Attchd,3,830,ConLD,Partial,235128
76,9120,Pave,Reg,Lvl,Inside,1Fam,2Story,Hip,HdBoard,HdBoard,CBlock,No,901,SBrkr,943,933,2,4,1,8,Attchd,2,540,WD,Normal,185000
24,2280,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,Plywood,Brk Cmn,CBlock,No,855,SBrkr,855,601,2,3,1,7,Attchd,2,440,WD,Normal,146000
NA,14778,Pave,IR1,Low,CulDSac,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,No,1296,SBrkr,1640,0,1,3,1,7,Detchd,2,924,WD,Normal,224000
109,8724,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,894,SBrkr,894,0,1,3,1,5,Attchd,2,450,WD,Normal,129000
60,12900,Pave,Reg,Lvl,Inside,Duplex,SFoyer,Gable,Plywood,Plywood,CBlock,Av,1198,SBrkr,1258,0,0,0,2,6,CarPort,2,400,WD,Alloca,108959
NA,16157,Pave,IR1,Lvl,FR2,1Fam,SLvl,Gable,Plywood,Plywood,PConc,Gd,1360,SBrkr,1432,0,1,2,1,5,Attchd,2,588,WD,Normal,194000
79,9541,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1502,SBrkr,1502,0,2,3,1,7,Attchd,2,644,New,Partial,233170
64,10475,Pave,IR1,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1694,SBrkr,1694,0,2,3,1,7,Attchd,3,776,WD,Normal,245350
58,10852,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,959,SBrkr,959,712,2,3,1,7,Attchd,2,472,WD,Normal,173000
120,13728,Pave,Reg,Lvl,Corner,1Fam,2Story,Hip,Stucco,Stucco,CBlock,No,1127,SBrkr,1236,872,2,4,1,7,Basment,2,540,WD,Normal,235000
118,35760,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Hip,HdBoard,HdBoard,PConc,Gd,1930,SBrkr,1831,1796,3,4,1,10,Attchd,3,807,WD,Normal,625000
76,9880,Pave,Reg,Lvl,Inside,1Fam,SLvl,Gable,Plywood,Plywood,CBlock,Av,1096,SBrkr,1118,0,1,3,1,6,Attchd,1,358,WD,Normal,171000
76,9120,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,MetalSd,MetalSd,CBlock,No,1261,SBrkr,1261,0,1,3,1,6,Attchd,2,433,WD,Normal,163000
35,4017,Pave,IR1,Lvl,Inside,TwnhsE,2Story,Gable,MetalSd,MetalSd,PConc,No,625,SBrkr,625,625,2,2,1,5,Detchd,2,625,WD,Normal,171900
138,18030,Pave,IR1,Bnk,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,CBlock,No,1598,SBrkr,1636,971,3,3,1,12,NA,0,0,WD,Normal,200500
80,16560,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,BrkTil,No,952,SBrkr,1170,1175,2,4,1,9,Detchd,2,360,WD,Normal,239000
85,10678,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Hip,HdBoard,HdBoard,PConc,No,1683,SBrkr,2129,743,2,4,1,9,Attchd,2,541,WD,Normal,285000
37,6951,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Gable,HdBoard,Plywood,CBlock,No,876,SBrkr,923,0,1,3,1,5,Attchd,1,264,WD,Normal,119500
NA,3950,Pave,Reg,Bnk,Inside,1Fam,1.5Fin,Gable,MetalSd,MetalSd,CBlock,No,818,SBrkr,818,406,1,3,1,5,Detchd,1,210,WD,Normal,115000
54,7681,Pave,IR1,Lvl,FR2,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,731,SBrkr,820,523,1,3,1,7,Detchd,1,186,WD,Normal,154900
77,8335,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,Slab,NA,0,SBrkr,1124,0,1,3,1,5,NA,0,0,WD,Normal,93000
NA,11170,Pave,IR2,Lvl,Corner,1Fam,2Story,Gable,MetalSd,MetalSd,Wood,No,1216,SBrkr,1298,1216,2,4,1,8,Attchd,2,693,WD,Normal,250000
64,5587,Pave,IR1,HLS,Inside,TwnhsE,1Story,Hip,CemntBd,CmentBd,PConc,Gd,1600,SBrkr,1652,0,2,2,1,5,Attchd,2,482,New,Partial,392500
160,15623,Pave,IR1,Lvl,Corner,1Fam,2Story,Hip,Wd Sdng,ImStucc,PConc,Av,2396,SBrkr,2411,2065,3,4,1,10,Attchd,3,813,WD,Abnorml,745000
60,10800,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Stucco,Stucco,BrkTil,No,1120,SBrkr,1130,0,1,2,1,5,Detchd,2,720,WD,Normal,120000
50,35133,Grvl,Reg,Lvl,Inside,1Fam,1Story,Hip,MetalSd,MetalSd,CBlock,Gd,1572,SBrkr,1572,0,1,3,1,5,2Types,3,995,WD,Normal,186700
60,9738,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,AsbShng,AsbShng,BrkTil,No,784,SBrkr,949,272,1,4,1,7,Attchd,1,392,WD,Normal,104900
107,10615,Pave,IR1,Bnk,Corner,2fmCon,2Story,Gable,HdBoard,HdBoard,CBlock,Mn,978,SBrkr,1014,685,2,3,2,7,CarPort,2,420,WD,Abnorml,95000
89,12461,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,ImStucc,ImStucc,PConc,No,1624,SBrkr,1624,0,2,2,1,5,Attchd,3,757,WD,Normal,262000
68,8935,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,831,SBrkr,831,829,2,3,1,7,Attchd,2,493,WD,Normal,195000
60,7500,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,994,SBrkr,1028,776,2,3,1,7,Attchd,2,442,WD,Normal,189000
NA,32463,Pave,Reg,Low,Inside,2fmCon,1Story,Gable,MetalSd,MetalSd,CBlock,Av,1249,SBrkr,1622,0,1,3,1,7,2Types,4,1356,WD,Normal,168000
24,2645,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,MetalSd,MetalSd,PConc,No,776,SBrkr,764,677,2,2,1,5,Detchd,2,492,WD,Normal,174000
60,9600,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gambrel,VinylSd,VinylSd,PConc,Mn,702,SBrkr,842,630,1,3,1,6,Detchd,1,250,WD,Normal,125000
NA,4500,Pave,Reg,Lvl,FR2,TwnhsE,1Story,Hip,VinylSd,VinylSd,PConc,No,1224,SBrkr,1224,0,2,2,1,5,Attchd,2,402,WD,Normal,165000
80,9364,Pave,Reg,Lvl,Corner,1Fam,2Story,Gable,HdBoard,HdBoard,CBlock,No,663,SBrkr,663,689,1,4,1,7,Attchd,1,299,WD,Normal,158000
51,8029,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,728,SBrkr,728,728,2,3,1,8,Attchd,2,400,WD,Normal,176000
58,14054,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,879,SBrkr,879,984,2,4,1,9,BuiltIn,3,660,New,Partial,219210
65,8850,Pave,IR1,Bnk,Corner,1Fam,2.5Unf,Gable,MetalSd,MetalSd,BrkTil,No,815,SBrkr,815,875,1,3,1,7,Detchd,1,225,ConLw,Normal,144000
70,9100,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1212,SBrkr,1212,0,2,3,1,6,Attchd,2,573,WD,Normal,178000
75,11235,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,1051,SBrkr,1382,0,1,3,1,6,Attchd,2,459,WD,Normal,148000
71,9353,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,864,SBrkr,864,0,1,3,1,5,Attchd,1,280,Oth,Abnorml,116050
80,10400,Pave,Reg,Lvl,Corner,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,866,SBrkr,866,913,2,3,1,6,Attchd,2,546,WD,Normal,197900
50,6000,Pave,Reg,Lvl,Corner,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,BrkTil,No,884,SBrkr,884,464,1,3,1,5,Detchd,1,216,WD,Normal,117000
75,9750,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1630,SBrkr,1630,0,2,3,1,6,Attchd,2,451,WD,Normal,213000
78,10140,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,1056,SBrkr,1074,0,1,3,1,6,Attchd,2,495,WD,Normal,153500
90,14684,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,Mn,2158,SBrkr,2196,0,2,3,1,7,Attchd,3,701,WD,Normal,271900
NA,8900,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,HdBoard,HdBoard,CBlock,No,1056,SBrkr,1056,0,1,2,1,5,Detchd,1,384,WD,Normal,107000
70,9135,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,Av,1682,SBrkr,1700,0,2,3,1,7,Attchd,2,544,WD,Normal,200000
70,7763,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,MetalSd,MetalSd,CBlock,No,931,SBrkr,1283,0,1,3,1,6,Detchd,2,506,WD,Normal,140000
85,10182,Pave,IR1,Lvl,CulDSac,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Mn,1660,SBrkr,1660,0,2,3,1,8,Attchd,2,500,New,Partial,290000
70,11218,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,PConc,No,1055,SBrkr,1055,790,2,3,1,8,Attchd,2,462,WD,Normal,189000
152,12134,Pave,IR1,Bnk,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,Wood,Av,559,SBrkr,1080,672,2,4,1,8,Basment,2,492,WD,Normal,164000
50,9340,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,MetalSd,MetalSd,CBlock,No,672,SBrkr,672,0,1,2,1,4,Attchd,1,234,WD,Normal,113000
NA,10246,Pave,IR1,Lvl,CulDSac,1Fam,SLvl,Gable,VinylSd,VinylSd,CBlock,Av,648,SBrkr,960,0,0,0,1,3,Attchd,1,364,WD,Normal,145000
69,10205,Pave,IR1,Lvl,Inside,1Fam,SFoyer,Gable,MetalSd,MetalSd,CBlock,Av,925,SBrkr,999,0,1,3,1,6,Attchd,1,300,WD,Normal,134500
99,7094,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,894,SBrkr,894,0,1,3,1,5,Detchd,1,384,WD,Normal,125000
68,8930,Pave,Reg,Lvl,Inside,Duplex,1.5Fin,Gable,VinylSd,VinylSd,Slab,NA,0,SBrkr,1318,584,2,4,2,8,Attchd,2,539,WD,Normal,112000
72,8640,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,CemntBd,CmentBd,PConc,Mn,1300,SBrkr,1314,0,2,3,1,6,Attchd,2,552,New,Partial,229456
52,6240,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,AsbShng,AsbShng,Slab,NA,0,SBrkr,672,240,1,2,1,3,NA,0,0,WD,Normal,80500
21,1680,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,CemntBd,CmentBd,CBlock,No,672,SBrkr,672,546,1,3,1,7,NA,0,0,WD,Abnorml,91500
66,7800,Pave,IR1,Lvl,Inside,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,CBlock,No,912,SBrkr,912,0,1,2,1,5,Attchd,1,288,WD,Abnorml,115000
55,8250,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,HdBoard,HdBoard,CBlock,No,952,SBrkr,1211,0,1,3,1,5,Attchd,1,322,WD,Normal,134000
78,10496,Pave,Reg,Lvl,Inside,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,CBlock,Mn,1040,SBrkr,1168,678,2,3,1,7,Attchd,1,315,WD,Normal,143000
89,10680,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,CBlock,No,2136,FuseA,2136,0,2,4,1,7,Detchd,2,528,WD,Normal,137900
60,15384,Pave,IR1,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Av,788,SBrkr,788,702,2,3,1,8,Attchd,2,388,WD,Normal,184000
65,10482,Pave,Reg,Lvl,Inside,1Fam,SLvl,Hip,VinylSd,VinylSd,CBlock,Av,588,SBrkr,1138,0,1,3,1,6,Attchd,1,264,WD,Normal,145000
86,14598,Pave,IR1,Lvl,CulDSac,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,Mn,894,SBrkr,894,1039,2,4,1,9,BuiltIn,3,668,WD,Normal,214000
72,8872,Pave,Reg,Lvl,Corner,1Fam,1Story,Gable,VinylSd,VinylSd,CBlock,No,912,SBrkr,912,0,1,2,1,5,Detchd,2,576,WD,Normal,147000
65,8769,Pave,Reg,Lvl,Corner,TwnhsE,1Story,Hip,MetalSd,MetalSd,PConc,No,1702,SBrkr,1702,0,1,1,1,7,Attchd,3,1052,New,Partial,367294
70,7910,Pave,Reg,Lvl,Inside,1Fam,SLvl,Hip,BrkFace,HdBoard,CBlock,No,1075,SBrkr,1507,0,2,4,1,7,Basment,1,404,WD,Normal,127000
NA,18890,Pave,IR1,Lvl,Inside,Duplex,1.5Fin,Shed,Plywood,Plywood,CBlock,No,1361,SBrkr,1361,1259,2,4,2,12,BuiltIn,2,600,WD,Normal,190000
70,7728,Pave,Reg,Lvl,Inside,Duplex,SLvl,Hip,Wd Sdng,Wd Sdng,CBlock,Av,1106,SBrkr,1190,0,1,3,1,6,Attchd,2,540,WD,Normal,132500
70,9842,Pave,Reg,Lvl,FR2,Duplex,1Story,Gable,HdBoard,HdBoard,Slab,NA,0,SBrkr,1224,0,2,2,2,6,CarPort,2,462,WD,Normal,101800
NA,12160,Pave,IR1,Lvl,Inside,1Fam,1Story,Hip,Plywood,Plywood,CBlock,No,1188,SBrkr,1188,0,1,3,1,6,Attchd,2,531,COD,Abnorml,142000
55,8525,Pave,Reg,Bnk,Inside,1Fam,2Story,Gable,MetalSd,MetalSd,PConc,Av,940,FuseA,1024,940,1,4,1,7,NA,0,0,WD,Abnorml,130000
96,13132,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,BrkTil,Mn,747,FuseF,892,892,1,4,1,9,Detchd,1,180,WD,Normal,138887
36,2628,Pave,Reg,Lvl,Inside,Twnhs,2Story,Gable,VinylSd,Wd Shng,PConc,No,764,SBrkr,764,862,2,2,1,6,BuiltIn,2,474,WD,Normal,175500
41,12393,Pave,IR2,Lvl,FR2,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,847,SBrkr,847,1101,2,4,1,8,BuiltIn,2,434,WD,Normal,195000
63,13072,Pave,Reg,Lvl,Inside,1Fam,1Story,Gable,VinylSd,VinylSd,PConc,No,1141,SBrkr,1141,0,1,3,1,6,Detchd,2,484,WD,Abnorml,142500
64,9037,Pave,IR1,HLS,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Av,1476,SBrkr,1484,0,2,2,1,6,Attchd,2,472,WD,Normal,265900
65,8158,Pave,Reg,Lvl,Inside,1Fam,2Story,Gable,VinylSd,VinylSd,PConc,No,884,SBrkr,884,884,2,3,1,8,Attchd,2,543,WD,Normal,224900
83,9849,Pave,Reg,Lvl,Inside,1Fam,1Story,Hip,VinylSd,VinylSd,PConc,Av,1689,SBrkr,1689,0,2,3,1,7,Attchd,3,954,New,Partial,248328
